CommunityID	Keywords	TF	DF	TF-IDF	Sigma	TextRank
0	PRICE GUARANTEE	0.0392	0.0392	0.1270	0.0000	-1.0000
0	YIELD MANAGEMENT	0.0196	0.0196	0.0771	0.0000	-1.0000
0	PREORDER	0.0392	0.0392	0.1270	0.0000	-1.0000
0	MARKETING AND OPERATIONS COORDINATION	0.0196	0.0196	0.0771	0.0000	-1.0000
0	CAPACITY RATIONING	0.0588	0.0588	0.1667	0.0000	-1.0000
0	NEW-PRODUCT INTRODUCTION	0.0196	0.0196	0.0771	0.0000	-1.0000
0	DIFFERENTIAL GAME	0.0392	0.0392	0.1270	0.0000	-1.0000
0	RESERVE PRICE	0.0196	0.0196	0.0771	0.0000	-1.0000
0	INERTIA	0.0784	0.0784	0.1996	0.0000	-1.0000
0	GAME THEORY APPLICATIONS	0.0196	0.0196	0.0771	0.0000	-1.0000
0	INNOVATION DIFFUSION	0.0196	0.0196	0.0771	0.0000	-1.0000
0	DISCOUNTS	0.0392	0.0392	0.1270	0.0000	-1.0000
0	ADVANCE DEMAND INFORMATION	0.0392	0.0392	0.1270	0.0000	-1.0000
0	DUAL-CHANNEL	0.0196	0.0196	0.0771	0.0000	-1.0000
0	PHYSIOLOGY	0.0196	0.0196	0.0771	0.0000	-1.0000
0	CONSUMER RETURNS	0.0588	0.0588	0.1667	0.0000	-1.0000
0	MULTINOMIAL LOGIT MODEL	0.0588	0.0588	0.1667	0.0000	-1.0000
0	CONSUMER BEHAVIOR	0.0784	0.0784	0.1996	0.0000	-1.0000
0	CONTINGENT SALES	0.0392	0.0392	0.1270	0.0000	-1.0000
0	PRICING AND REVENUE MANAGEMENT	0.0784	0.0784	0.1996	0.0000	-1.0000
0	CHANNELS OF DISTRIBUTION	0.0392	0.0392	0.1270	0.0000	-1.0000
0	INFORMATION ASYMMETRY	0.0196	0.0196	0.0771	0.0000	-1.0000
0	FLUID MODELS	0.0196	0.0196	0.0771	0.0000	-1.0000
0	AUDITING	0.0196	0.0196	0.0771	0.0000	-1.0000
0	DYNAMIC OPTIMIZATION	0.0196	0.0196	0.0771	0.0000	-1.0000
0	CAPACITY	0.0196	0.0196	0.0771	0.0000	-1.0000
0	SELF-REGULATING	0.0588	0.0588	0.1667	0.0000	-1.0000
0	STOCHASTIC	0.0392	0.0392	0.1270	0.0000	-1.0000
0	REVENUE MANAGEMENT	0.2157	0.2157	0.3308	0.0000	-1.0000
0	CUSTOMER CHOICE	0.0196	0.0196	0.0771	0.0000	-1.0000
0	PROCUREMENT AUCTION	0.0196	0.0196	0.0771	0.0000	-1.0000
0	STRATEGIC CONSUMER BEHAVIOR	0.0588	0.0588	0.1667	0.0000	-1.0000
0	BUNDLING	0.0196	0.0196	0.0771	0.0000	-1.0000
0	SUBSTITUTE PRODUCTS	0.0392	0.0392	0.1270	0.0000	-1.0000
0	BEHAVIORAL DECISION-MAKING	0.0784	0.0784	0.1996	0.0000	-1.0000
0	INVENTORY	0.0392	0.0392	0.1270	0.0000	-1.0000
0	ENABLERS AND BARRIERS	0.0196	0.0196	0.0771	0.0000	-1.0000
0	INVENTORY MANAGEMENT	0.0588	0.0588	0.1667	0.0000	-1.0000
0	DYNAMIC PROGRAMMING	0.0392	0.0392	0.1270	0.0000	-1.0000
0	E-BUSINESS	0.0196	0.0196	0.0771	0.0000	-1.0000
0	INVENTORY CONTROL	0.0392	0.0392	0.1270	0.0000	-1.0000
0	PRODUCT TRANSITION	0.0196	0.0196	0.0771	0.0000	-1.0000
0	APPROXIMATE DYNAMIC PROGRAMMING	0.0196	0.0196	0.0771	0.0000	-1.0000
0	RESERVATION	0.0392	0.0392	0.1270	0.0000	-1.0000
0	DYNAMIC PRICING	0.3725	0.3725	0.3678	0.0000	-1.0000
0	SMOOTHING	0.0588	0.0588	0.1667	0.0000	-1.0000
0	OPERATIONS-MARKETING INTERFACE	0.0392	0.0392	0.1270	0.0000	-1.0000
0	SUPPLY CHAINS	0.0588	0.0588	0.1667	0.0000	-1.0000
0	PRICE DISCRIMINATION	0.0392	0.0392	0.1270	0.0000	-1.0000
0	SUPPLY CHAIN COMPETITION	0.0196	0.0196	0.0771	0.0000	-1.0000
0	EFFICIENT PRICING	0.0196	0.0196	0.0771	0.0000	-1.0000
0	CALLABLE PRODUCTS	0.0392	0.0392	0.1270	0.0000	-1.0000
0	STRATEGIC CONSUMERS	0.1765	0.1765	0.3061	0.0000	-1.0000
0	OVERBOOKING	0.0196	0.0196	0.0771	0.0000	-1.0000
0	NEW PRODUCT DIFFUSION	0.0392	0.0392	0.1270	0.0000	-1.0000
0	WAIT-OR-BUY	0.0588	0.0588	0.1667	0.0000	-1.0000
0	VALUATION UNCERTAINTY	0.0588	0.0588	0.1667	0.0000	-1.0000
0	NETWORK REVENUE MANAGEMENT	0.0196	0.0196	0.0771	0.0000	-1.0000
0	MARKETING-OPERATIONS INTERFACE	0.0196	0.0196	0.0771	0.0000	-1.0000
0	NEW PRODUCT INTRODUCTION	0.0196	0.0196	0.0771	0.0000	-1.0000
0	VARIATIONAL INEQUALITIES	0.0196	0.0196	0.0771	0.0000	-1.0000
0	STOCHASTIC GAMES	0.0784	0.0784	0.1996	0.0000	-1.0000
0	FORWARD-LOOKING CONSUMERS	0.0196	0.0196	0.0771	0.0000	-1.0000
0	COMPETITION AND CONFLICT	0.0196	0.0196	0.0771	0.0000	-1.0000
0	RATIONAL EXPECTATIONS EQUILIBRIUM	0.0392	0.0392	0.1270	0.0000	-1.0000
0	SUPPLY CHAIN COORDINATION	0.0196	0.0196	0.0771	0.0000	-1.0000
0	E-AUCTION	0.0196	0.0196	0.0771	0.0000	-1.0000
0	NAME-YOUR-OWN-PRICE (NYOP)	0.0196	0.0196	0.0771	0.0000	-1.0000
0	CUSTOMER BEHAVIOR	0.1961	0.1961	0.3195	0.0000	-1.0000
0	PRICING OF LIMITED INVENTORIES	0.0196	0.0196	0.0771	0.0000	-1.0000
