CommunityID	Keywords	TF	DF	TF-IDF	Sigma	TextRank
0	INFORMATION ASYMMETRY	0.0149	0.0076	0.0729	0.6938	0.0043
0	ENVIRONMENTAL MANAGEMENT AND OPERATIONS	0.0448	0.0379	0.1466	0.2957	0.0081
0	BASE-STOCK POLICIES	0.0149	0.0076	0.0729	0.6938	0.0042
0	ORDERING	0.0149	0.0076	0.0729	0.6938	0.0053
0	ENVIRONMENTAL LAWS	0.0149	0.0152	0.0625	-0.0152	0.0041
0	OPTIMIZATION	0.0299	0.0152	0.1251	0.9850	0.0066
0	PRODUCT ACQUISITION MANAGEMENT	0.0448	0.0682	0.1202	-0.7601	0.0083
0	ORDER STATISTICS	0.0149	0.0076	0.0729	0.6938	0.0049
0	TRANSFER PRICES	0.0299	0.0152	0.1251	0.9850	0.0061
0	TAKE-BACK LEGISLATION	0.0299	0.0152	0.1251	0.9850	0.0069
0	CLOSED-LOOP SUPPLY CHAINS	0.1791	0.1439	0.3472	0.8200	0.0308
0	REFURBISHMENT	0.0299	0.0152	0.1251	0.9850	0.0066
0	CLSC	0.0299	0.0303	0.1044	-0.0216	0.0068
0	INVENTORY	0.0299	0.0379	0.0977	-0.3442	0.0085
0	INVENTORY SYSTEM	0.0149	0.0076	0.0729	0.6938	0.0042
0	INVENTORY MANAGEMENT	0.0149	0.0076	0.0729	0.6938	0.0042
0	SUBSIDIES AND REBATES	0.0299	0.0152	0.1251	0.9850	0.0067
0	REVENUE MANAGEMENT	0.0448	0.0227	0.1694	1.2110	0.0084
0	MULTIPLE LIFECYCLE	0.0299	0.0303	0.1044	-0.0216	0.0068
0	PRODUCTION PLANNING	0.0448	0.0606	0.1255	-0.5430	0.0083
0	WEEE	0.0448	0.0227	0.1694	1.2110	0.0080
0	EBAY	0.0299	0.0152	0.1251	0.9850	0.0064
0	CORPORATE SOCIAL PERFORMANCE	0.0149	0.0076	0.0729	0.6938	0.0089
0	EXTENDED PRODUCER RESPONSIBILITY	0.0448	0.0227	0.1694	1.2110	0.0102
0	PLANT NETWORKS	0.0149	0.0076	0.0729	0.6938	0.0063
0	GREEN TECHNOLOGIES	0.0299	0.0152	0.1251	0.9850	0.0067
0	ECO-LOGISTICS	0.0448	0.0379	0.1466	0.2957	0.0081
0	CLOSED LOOP SUPPLY CHAINS	0.0448	0.0303	0.1566	0.6911	0.0094
0	OPEN-BOX SALES	0.0149	0.0076	0.0729	0.6938	0.0053
0	USED PRODUCT ACQUISITION	0.0149	0.0076	0.0729	0.6938	0.0049
0	VALUE OF INFORMATION	0.0299	0.0379	0.0977	-0.3442	0.0088
0	OPTIMAL MANUFACTURING AND REMANUFACTURING STRATEGIES	0.0149	0.0076	0.0729	0.6938	0.0042
0	ENVIRONMENTAL OPERATIONS	0.0299	0.0152	0.1251	0.9850	0.0064
0	INNOVATION	0.0448	0.0227	0.1694	1.2110	0.0086
0	GREEN PRODUCTS	0.0448	0.0379	0.1466	0.2957	0.0081
0	RECYCLING	0.0896	0.0455	0.2768	1.7329	0.0224
0	COMPETITION	0.0448	0.0455	0.1384	-0.0267	0.0094
0	MONEY-BACK GUARANTEES	0.0149	0.0076	0.0729	0.6938	0.0053
0	ENVIRONMENTAL MANAGEMENT	0.0299	0.0303	0.1044	-0.0216	0.0065
0	ENVIRONMENTAL POLICY	0.0299	0.0152	0.1251	0.9850	0.0067
0	KLD	0.0149	0.0076	0.0729	0.6938	0.0089
0	LEAN AND GREEN OPERATIONS	0.0448	0.0379	0.1466	0.2957	0.0081
0	ENTREPRENEURSHIP	0.0149	0.0076	0.0729	0.6938	0.0089
0	OPERATIONS STRATEGY	0.0299	0.0303	0.1044	-0.0216	0.0121
0	ENVIRONMENTAL TAXES	0.0299	0.0152	0.1251	0.9850	0.0067
0	COLLECTION	0.0299	0.0152	0.1251	0.9850	0.0070
0	SUPPLY CHAIN COORDINATION	0.0448	0.0227	0.1694	1.2110	0.0102
0	QUALITY GRADING	0.0448	0.0379	0.1466	0.2957	0.0083
0	DEMAND MANAGEMENT	0.0448	0.0227	0.1694	1.2110	0.0085
0	COMPONENT COMMONALITY	0.0299	0.0152	0.1251	0.9850	0.0064
0	INTERNAL COMPETITION	0.0149	0.0076	0.0729	0.6938	0.0059
0	PRODUCT DIFFUSION	0.0149	0.0076	0.0729	0.6938	0.0036
0	ENVIRONMENTAL ISSUES	0.0149	0.0303	0.0522	-0.7343	0.0068
0	SOCIAL WELFARE	0.0746	0.0379	0.2443	1.5756	0.0139
1	TQM	0.0154	0.0076	0.0751	0.7261	0.0050
1	UNCERTAINTY	0.0154	0.0076	0.0751	0.7261	0.0083
1	REUSE ECONOMICS	0.0308	0.0455	0.0951	-0.5684	0.0055
1	DELAYED DIFFERENTIATION	0.0308	0.0303	0.1076	0.0219	0.0060
1	SIMULATION-BASED OPTIMIZATION	0.0308	0.0227	0.1164	0.4350	0.0056
1	SUPPLY CHAIN MANAGEMENT	0.0769	0.0530	0.2259	0.8596	0.0165
1	BASE STOCK POLICIES	0.0154	0.0076	0.0751	0.7261	0.0050
1	SUPPLY CHAIN CONTRACTS	0.0154	0.0152	0.0645	0.0154	0.0044
1	SOURCING STRATEGY	0.0154	0.0076	0.0751	0.7261	0.0083
1	SYSTEM DYNAMICS	0.0154	0.0076	0.0751	0.7261	0.0041
1	REVERSE LOGISTICS	0.1692	0.1818	0.2885	-0.2631	0.0258
1	QUALITY MANAGEMENT	0.0308	0.0303	0.1076	0.0219	0.0071
1	COMPETITIVE STRATEGY	0.0154	0.0152	0.0645	0.0154	0.0036
1	VENTURE SURVIVAL	0.0154	0.0076	0.0751	0.7261	0.0083
1	RELIABILITY	0.0308	0.0152	0.1289	1.0308	0.0083
1	ENTRY-DETERRENT STRATEGIES	0.0462	0.0303	0.1614	0.7455	0.0069
1	GAMMA FRAILTY WEIBULL REGRESSION	0.0154	0.0076	0.0751	0.7261	0.0083
1	BY-PRODUCTS	0.0308	0.0152	0.1289	1.0308	0.0073
1	LIFE CYCLE ASSESSMENT	0.0154	0.0076	0.0751	0.7261	0.0083
1	OPERATIONS MANAGEMENT	0.0308	0.0455	0.0951	-0.5684	0.0083
1	SUSTAINABILITY	0.0769	0.0985	0.1783	-0.5834	0.0174
1	COMPETITIVE ADVANTAGE	0.0462	0.0455	0.1427	0.0271	0.0111
1	LABORATORY RESEARCH	0.0154	0.0076	0.0751	0.7261	0.0071
1	REMANUFACTURING	0.4769	0.4924	0.3379	-0.2500	0.0675
1	ENVIRONMENT	0.0308	0.0682	0.0826	-1.1967	0.0080
1	SAFETY HAZARD	0.0154	0.0076	0.0751	0.7261	0.0083
1	ECONOMIC VALUE-ANALYSIS	0.0308	0.0152	0.1289	1.0308	0.0049
1	JOURNALS IN OM	0.0154	0.0076	0.0751	0.7261	0.0083
1	SUSTAINABLE OPERATIONS	0.0462	0.0682	0.1239	-0.7046	0.0097
1	CONTINGENCY THEORY	0.0154	0.0076	0.0751	0.7261	0.0083
1	SERVICE SYSTEMS	0.0154	0.0076	0.0751	0.7261	0.0050
1	PRICING	0.1077	0.0985	0.2496	0.2491	0.0154
1	MODULAR DESIGN	0.0308	0.0303	0.1076	0.0219	0.0060
1	CLOSED-LOOP SUPPLY CHAIN	0.0154	0.0303	0.0538	-0.7016	0.0035
1	INVENTORY CONTROL	0.0154	0.0076	0.0751	0.7261	0.0040
1	EMPIRICAL RESEARCH	0.0154	0.0227	0.0582	-0.3972	0.0071
1	GREEN SUPPLY CHAIN MANAGEMENT	0.0154	0.0076	0.0751	0.7261	0.0047
1	CHANNEL CHOICE	0.0154	0.0152	0.0645	0.0154	0.0035
1	RETURNS MANAGEMENT	0.0154	0.0076	0.0751	0.7261	0.0083
1	OM RESEARCH	0.0154	0.0152	0.0645	0.0154	0.0083
1	LITERATURE REVIEW	0.0154	0.0076	0.0751	0.7261	0.0083
1	ASSEMBLY LINES	0.0462	0.0227	0.1747	1.2673	0.0065
1	MANUFACTURING	0.0154	0.0076	0.0751	0.7261	0.0071
1	LEAN PRODUCTION	0.0154	0.0076	0.0751	0.7261	0.0050
1	REMAINING LIFE	0.0308	0.0152	0.1289	1.0308	0.0083
1	RISK PROPENSITY	0.0308	0.0152	0.1289	1.0308	0.0074
1	PRODUCT RETURNS	0.0308	0.0530	0.0904	-0.8009	0.0070
1	DEPOSITORY INSTITUTIONS	0.0308	0.0152	0.1289	1.0308	0.0072
1	QUEUING	0.1077	0.0530	0.3163	1.9666	0.0140
1	RANDOM YIELD	0.0462	0.0303	0.1614	0.7455	0.0069
1	SUSTAINABLE DEVELOPMENT INNOVATION	0.0154	0.0076	0.0751	0.7261	0.0083
1	CONSUMER RETURNS	0.0154	0.0227	0.0582	-0.3972	0.0044
1	PRODUCTION PLANNING AND CONTROL	0.0615	0.0303	0.2152	1.4691	0.0085
1	USED PRODUCT SORTING	0.0615	0.0530	0.1807	0.3061	0.0085
1	THEORY BUILDING	0.0154	0.0076	0.0751	0.7261	0.0071
1	QUALITY	0.0154	0.0152	0.0645	0.0154	0.0050
1	STRUCTURAL EQUATION MODELING	0.0308	0.0152	0.1289	1.0308	0.0074
1	SERVICE	0.0154	0.0076	0.0751	0.7261	0.0071
1	PRODUCT RECOVERY	0.0308	0.0227	0.1164	0.4350	0.0070
1	DECISION-MAKING	0.0154	0.0076	0.0751	0.7261	0.0047
1	LIFE CYCLE	0.0154	0.0076	0.0751	0.7261	0.0040
1	ENVIRONMENTAL MANAGEMENT AND OPERATIONS	0.0308	0.0379	0.1007	-0.3003	0.0070
1	ENVIRONMENTAL LAWS	0.0154	0.0152	0.0645	0.0154	0.0036
1	MULTIVARIATE STATISTICAL TECHNIQUES	0.0154	0.0076	0.0751	0.7261	0.0071
1	CROSS SHIPPING	0.0308	0.0152	0.1289	1.0308	0.0073
1	PRODUCT ACQUISITION MANAGEMENT	0.0923	0.0682	0.2479	0.7717	0.0125
1	OPERATIONAL SLACK	0.0154	0.0076	0.0751	0.7261	0.0083
1	CLOSED-LOOP SUPPLY CHAINS	0.1077	0.1439	0.2087	-0.8325	0.0208
1	ASSEMBLE TO ORDER	0.0154	0.0076	0.0751	0.7261	0.0041
1	CASE STUDY	0.0462	0.0227	0.1747	1.2673	0.0130
1	TRENDS AND DIRECTIONS IN OM RESEARCH	0.0154	0.0076	0.0751	0.7261	0.0083
1	CITATION ANALYSIS	0.0308	0.0152	0.1289	1.0308	0.0083
1	CLOSED-LOOP SUPPLY CHAIN MANAGEMENT	0.0308	0.0152	0.1289	1.0308	0.0075
1	FIELD RESEARCH	0.0154	0.0076	0.0751	0.7261	0.0071
1	SUPPLY CHAIN	0.0308	0.0152	0.1289	1.0308	0.0073
1	REUSE	0.0308	0.0152	0.1289	1.0308	0.0083
1	SOCIAL NETWORK ANALYSIS	0.0308	0.0152	0.1289	1.0308	0.0083
1	MULTIPLE LIFECYCLE	0.0308	0.0303	0.1076	0.0219	0.0060
1	PRODUCTION PLANNING	0.0769	0.0606	0.2156	0.5513	0.0152
1	INFORMATION SYSTEMS AND TECHNOLOGY	0.0154	0.0076	0.0751	0.7261	0.0083
1	MODULAR PRODUCTS	0.0154	0.0076	0.0751	0.7261	0.0050
1	ECO-LOGISTICS	0.0308	0.0379	0.1007	-0.3003	0.0070
1	CLOSED LOOP SUPPLY CHAINS	0.0154	0.0303	0.0538	-0.7016	0.0036
1	EXTERNAL FAILURE COSTS	0.0154	0.0076	0.0751	0.7261	0.0083
1	VALUE OF INFORMATION	0.0462	0.0379	0.1511	0.3495	0.0069
1	CUSTOMER VALUE	0.0154	0.0076	0.0751	0.7261	0.0083
1	TOY INDUSTRY	0.0154	0.0076	0.0751	0.7261	0.0083
1	ARCHIVAL RESEARCH	0.0154	0.0076	0.0751	0.7261	0.0071
1	APPLICATIONS	0.0154	0.0076	0.0751	0.7261	0.0071
1	COMPLEMENTARY SOURCING	0.0154	0.0076	0.0751	0.7261	0.0083
1	CASH SUPPLY CHAIN	0.0615	0.0303	0.2152	1.4691	0.0136
1	REVERSE SUPPLY CHAIN	0.0308	0.0152	0.1289	1.0308	0.0074
1	GREEN PRODUCTS	0.0308	0.0379	0.1007	-0.3003	0.0070
1	E-RETAIL VALUE CHAIN	0.0154	0.0076	0.0751	0.7261	0.0083
1	COMPLEXITY THEORY	0.0154	0.0076	0.0751	0.7261	0.0083
1	COMPETITION	0.0462	0.0455	0.1427	0.0271	0.0069
1	QUALITATIVE RESEARCH	0.0154	0.0076	0.0751	0.7261	0.0071
1	ENVIRONMENTAL MANAGEMENT	0.0308	0.0303	0.1076	0.0219	0.0071
1	CAPACITY PLANNING	0.0154	0.0076	0.0751	0.7261	0.0041
1	SURVEY RESEARCH	0.0154	0.0076	0.0751	0.7261	0.0071
1	LEAN AND GREEN OPERATIONS	0.0308	0.0379	0.1007	-0.3003	0.0070
1	MARKETING-OPERATIONS INTERFACE	0.0154	0.0076	0.0751	0.7261	0.0083
1	SUPPLIER DEVELOPMENT	0.0308	0.0152	0.1289	1.0308	0.0074
1	ENVIRONMENTAL ISSUES	0.0462	0.0303	0.1614	0.7455	0.0098
1	OPERATIONS STRATEGY	0.0308	0.0303	0.1076	0.0219	0.0070
1	CROSS-FUNCTIONAL INTEGRATION	0.0154	0.0076	0.0751	0.7261	0.0083
1	REUSE OF CASH	0.0308	0.0152	0.1289	1.0308	0.0073
1	PRODUCT RECALLS	0.0154	0.0076	0.0751	0.7261	0.0083
1	QUALITY GRADING	0.0308	0.0379	0.1007	-0.3003	0.0057
1	BIBLIOMETRIC TECHNIQUES	0.0308	0.0152	0.1289	1.0308	0.0083
1	ENVIRONMENTAL UNCERTAINTY	0.0308	0.0152	0.1289	1.0308	0.0074
1	INVENTORY	0.0462	0.0379	0.1511	0.3495	0.0096
1	THEORY VERIFYING	0.0154	0.0076	0.0751	0.7261	0.0071
1	SIMULATION	0.1077	0.0530	0.3163	1.9666	0.0140
1	CLSC	0.0308	0.0303	0.1076	0.0219	0.0060
1	ALGORITHMS	0.0308	0.0152	0.1289	1.0308	0.0073
1	FEDERAL RESERVE SYSTEM	0.0308	0.0152	0.1289	1.0308	0.0072
1	MAKE VERSUS BUY	0.0154	0.0076	0.0751	0.7261	0.0083
1	LIFECYCLE	0.0154	0.0076	0.0751	0.7261	0.0041
1	CO-CITATION	0.0308	0.0152	0.1289	1.0308	0.0083
