CommunityID	Keywords	TF	DF	TF-IDF	Sigma
0	SUPPLY CHAIN FIT	0.0435	0.0435	0.1363	0.0000
0	PETROLEUM/NATURAL GAS INDUSTRIES	0.0870	0.0870	0.2124	0.0000
0	SUPPLY CHAIN CONCENTRATION	0.0870	0.0870	0.2124	0.0000
0	INVENTORY DYNAMICS	0.0870	0.0870	0.2124	0.0000
0	CPFR	0.0435	0.0435	0.1363	0.0000
0	EXPERIENCE	0.0435	0.0435	0.1363	0.0000
0	MEASUREMENT ERROR	0.0435	0.0435	0.1363	0.0000
0	CASE STUDIES	0.1739	0.1739	0.3042	0.0000
0	DYADIC DATA	0.0435	0.0435	0.1363	0.0000
0	ETHNOGRAPHY	0.0870	0.0870	0.2124	0.0000
0	VIDEO EXPERIMENT	0.0435	0.0435	0.1363	0.0000
0	ECONOMETRIC ANALYSIS	0.0870	0.0870	0.2124	0.0000
0	THEORY BUILDING	0.0870	0.0870	0.2124	0.0000
0	PRICING AND REVENUE MANAGEMENT	0.0870	0.0870	0.2124	0.0000
0	CASE RESEARCH	0.0435	0.0435	0.1363	0.0000
0	SERVICE DESIGN	0.0435	0.0435	0.1363	0.0000
